model,fold,n,log_loss,brier
rf_tuned,28,10,0.9148820460298334,0.53724500942608
rf_tuned,29,10,1.0007513807639656,0.5909754456559116
rf_tuned,30,10,0.9104515486636637,0.524343136421861
rf_tuned,31,10,0.9925701767681161,0.6028707587048227
rf_tuned,32,10,0.9474753300366825,0.5612810578051459
rf_tuned,33,10,0.8065067925801161,0.4615228233165548
rf_tuned,34,10,1.1137020323819282,0.6683032556687886
rf_tuned,35,10,1.2244777017729433,0.7655946734828594
rf_tuned,36,10,0.8227053390521727,0.4716938725728531
rf_tuned,37,10,1.0121441354721699,0.6063681063526671
rf_tuned,38,10,1.011554743137973,0.5999020688405262
rf_tuned,39,10,1.1668801787625633,0.705043922166405
rf_tuned,40,10,1.0145714554360865,0.6054850606113135
rf_tuned,41,10,0.8774947202142688,0.5099072483401188
rf_tuned,42,10,1.1015984536518297,0.6663948839793805
rf_tuned,43,10,1.114118300432572,0.687411729422384
rf_tuned,44,10,0.8957377977723349,0.5226733706462385
rf_tuned,45,10,0.9776925950955823,0.5812320832905671
rf_tuned,46,10,0.9129431113889425,0.537348910366478
rf_tuned,47,10,0.956095796532644,0.5624585608772901
rf_tuned,48,10,0.9090344951585564,0.5315686982111234
rf_tuned,49,10,0.9744506944649455,0.5761293685225783
rf_tuned,50,10,0.9128328805297732,0.5378940258753746
rf_tuned,51,10,1.1519348088459052,0.704396269491875
rf_tuned,52,10,0.9458039679964771,0.5563298829242187
rf_tuned,53,10,0.8439310143080029,0.48777543611351
rf_tuned,54,10,0.9520824405671384,0.5660676593533769
rf_tuned,55,10,0.9360917902252789,0.5509442692866686
rf_tuned,56,10,1.2727375522005342,0.8016705848931156
rf_tuned,57,10,1.033703983588722,0.6211891506519212
rf_tuned,58,10,1.1431271311861428,0.7135321732582303
rf_tuned,59,10,1.336027570300978,0.8413037348310469
rf_tuned,60,10,1.2448787641287196,0.7655726099517313
rf_tuned,61,10,0.9194438093808726,0.5364639099753388
rf_tuned,62,10,0.9825850344097194,0.5798993916933137
rf_tuned,63,10,1.1513102890351294,0.7078718388521895
rf_tuned,64,10,1.1364796690192567,0.7027917227966572
rf_tuned,65,10,0.9158324639041812,0.5323986644735808
rf_tuned,66,10,1.1947558691583307,0.740013856369172
rf_tuned,67,10,1.188594744146842,0.7420440536103416
rf_tuned,68,10,1.0654127831858897,0.6425110821351178
rf_tuned,69,10,1.1166650599664678,0.6667021720757853
rf_tuned,70,10,0.9751734703642455,0.5833151493758009
rf_tuned,71,10,0.8708849371273406,0.5066537253305109
rf_tuned,72,10,1.111688842278964,0.6796417508402868
rf_tuned,73,10,1.0253426464438575,0.6123700320270512
rf_tuned,74,10,0.9540683915202782,0.5660944574281503
rf_tuned,75,10,1.2240205271541331,0.751090313912082
rf_tuned,overall,760,1.0238182803134612,0.6137079718877149
rf_recency,0,10,0.9764898995963305,0.5809415651245106
rf_recency,1,10,0.8738535555500802,0.50756818911061
rf_recency,2,10,1.0839495171904983,0.6514900430794026
rf_recency,3,10,1.018879378554677,0.6028494537351319
rf_recency,4,10,1.0375127358902752,0.6150868303796987
rf_recency,5,10,0.9892921649366129,0.5928899211551949
rf_recency,6,10,0.9451385201298903,0.5726669721650696
rf_recency,7,10,0.9804561066923707,0.5837568610276402
rf_recency,8,10,1.0311504844831108,0.6344011510496725
rf_recency,9,10,1.0931495148967643,0.661912329361637
rf_recency,10,10,1.1428783858939338,0.6851968478026794
rf_recency,11,10,1.220379059805301,0.747093317153494
rf_recency,12,10,0.9394149135953545,0.5597499884463784
rf_recency,13,10,0.8535809104060508,0.4890584108798096
rf_recency,14,10,1.0229826783886928,0.6089839012187175
rf_recency,15,10,1.2073667503679752,0.7533757181781449
rf_recency,16,10,1.2189057831224055,0.7643083559777819
rf_recency,17,10,0.9520723761944254,0.5621841034708651
rf_recency,18,10,1.0260628948014756,0.6228187271792839
rf_recency,19,10,1.032259083562833,0.6323256128616086
rf_recency,20,10,0.9765817895132146,0.5702597292942546
rf_recency,21,10,0.8626352879006032,0.5018177046869201
rf_recency,22,10,1.0640195026093349,0.6210038934843495
rf_recency,23,10,1.1822787850321466,0.7287802458480701
rf_recency,24,10,0.803764980302822,0.4671881782905354
rf_recency,25,10,1.2249652386430945,0.7296317071315449
rf_recency,26,10,0.8699985334701219,0.49897214672546275
rf_recency,27,10,0.8890166597508398,0.5176827936275787
rf_recency,28,10,0.9055204953429612,0.5296207615048075
rf_recency,29,10,1.0219776432230894,0.6076484962783546
rf_recency,30,10,0.9177962201425535,0.5279136302904919
rf_recency,31,10,1.0068150681994417,0.6118018082403262
rf_recency,32,10,0.963490564523495,0.5710824635281171
rf_recency,33,10,0.8057028281961134,0.46040694092109724
rf_recency,34,10,1.1308727417579134,0.6809231738581825
rf_recency,35,10,1.2197485103911887,0.7639932784817148
